seed,condition,tx_ibo_db,rx_backoff_db,mode,modulation,snr_db,delta_pd,delta_lo,delta_hi
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,-10,0.404,0.37,0.438
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,-8,0.146,0.126,0.168
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,-8,0.055,0.041,0.07
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,-8,0.451,0.421,0.481
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,-8,0.441,0.409,0.472
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,-8,0.145,0.125,0.167
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,-8,0.054,0.04,0.069
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,-8,0.448,0.418,0.479
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,-8,0.435,0.403,0.466
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,-6,0.034,0.023,0.045024999999999864
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,-6,0.009,0.003,0.015
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,-6,0.253,0.226,0.28
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,-6,0.262,0.235,0.29
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,-6,0.034,0.023,0.045024999999999864
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,-6,0.009,0.003,0.015
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,-6,0.251,0.224,0.2770249999999999
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,-6,0.261,0.234,0.289
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,-4,0.004,0.001,0.008
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,-4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,-4,0.093,0.075,0.112
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,-4,0.073,0.057,0.089
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,-4,0.004,0.001,0.008
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,-4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,-4,0.093,0.075,0.112
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,-4,0.073,0.057,0.089
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,-2,0.003,0.0,0.007
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,-2,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,-2,0.019,0.011,0.028
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,-2,0.017,0.009,0.026
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,-2,0.003,0.0,0.007
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,-2,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,-2,0.019,0.011,0.028
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,-2,0.017,0.009,0.026
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,0,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,0,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,0,0.003,0.0,0.007
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,0,0.006,0.002,0.011
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,0,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,0,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,0,0.003,0.0,0.007
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,0,0.006,0.002,0.011
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,2,0.001,0.0,0.003
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,2,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,2,0.002,0.0,0.005
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,2,0.002,0.0,0.005
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,2,0.001,0.0,0.003
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,2,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,2,0.002,0.0,0.005
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,2,0.002,0.0,0.005
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,4,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,6,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,6,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,6,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,6,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,6,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,6,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,6,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,6,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,8,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,8,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,8,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,8,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,8,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,8,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,8,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,8,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,bpsk,10,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,qpsk,10,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,16qam,10,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,frozen,32qam,10,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,bpsk,10,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,qpsk,10,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,16qam,10,0.0,0.0,0.0
101,tx_3_rx_0dB,3.0,0.0,recalibrated,32qam,10,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,-10,0.39,0.360975,0.42
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,-10,0.146,0.120975,0.171
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,-10,0.451,0.417,0.48202499999999987
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,-10,0.432,0.399,0.465
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,-10,0.39,0.360975,0.42
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,-10,0.146,0.120975,0.171
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,-10,0.451,0.418,0.48202499999999987
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,-10,0.428,0.395,0.461
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,-8,0.175,0.152,0.199
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,-8,0.054,0.04,0.069
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,-8,0.443,0.412975,0.473
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,-8,0.434,0.402,0.463
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,-8,0.175,0.152,0.199
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,-8,0.054,0.04,0.069
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,-8,0.444,0.413975,0.474
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,-8,0.438,0.406,0.467
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,-6,0.052,0.039,0.065
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,-6,0.009,0.003,0.015
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,-6,0.245,0.218,0.271
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,-6,0.266,0.239,0.293
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,-6,0.052,0.039,0.065
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,-6,0.009,0.003,0.015
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,-6,0.245,0.218,0.271
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,-6,0.266,0.239,0.293
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,-4,0.013,0.006,0.02
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,-4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,-4,0.078,0.061,0.095
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,-4,0.071,0.055,0.08702499999999985
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,-4,0.013,0.006,0.02
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,-4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,-4,0.078,0.061,0.095
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,-4,0.071,0.055,0.08702499999999985
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,-2,0.003,0.0,0.007
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,-2,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,-2,0.019,0.011,0.028
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,-2,0.022,0.013,0.032
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,-2,0.003,0.0,0.007
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,-2,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,-2,0.021,0.013,0.03
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,-2,0.022,0.013,0.032
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,0,0.001,0.0,0.003
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,0,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,0,0.002,0.0,0.005
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,0,0.003,0.0,0.007
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,0,0.001,0.0,0.003
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,0,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,0,0.002,0.0,0.005
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,0,0.003,0.0,0.007
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,2,0.001,0.0,0.003
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,2,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,2,0.001,0.0,0.003
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,2,0.001,0.0,0.003
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,2,0.001,0.0,0.003
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,2,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,2,0.001,0.0,0.003
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,2,0.001,0.0,0.003
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,4,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,6,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,6,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,6,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,6,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,6,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,6,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,6,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,6,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,8,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,8,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,8,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,8,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,8,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,8,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,8,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,8,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,bpsk,10,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,qpsk,10,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,16qam,10,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,frozen,32qam,10,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,bpsk,10,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,qpsk,10,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,16qam,10,0.0,0.0,0.0
101,tx_0_rx_12dB,0.0,12.0,recalibrated,32qam,10,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,-10,0.38,0.35,0.41
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,-10,0.148,0.122,0.173
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,-10,0.454,0.421,0.486
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,-10,0.424,0.391,0.4560249999999999
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,-10,0.383,0.353,0.412
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,-10,0.15,0.124,0.175
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,-10,0.446,0.412,0.478
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,-10,0.418,0.384975,0.451
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,-8,0.166,0.143975,0.189
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,-8,0.052,0.038,0.066
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,-8,0.447,0.417,0.477
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,-8,0.438,0.407,0.468
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,-8,0.168,0.146975,0.191
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,-8,0.056,0.042,0.071
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,-8,0.449,0.419,0.48
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,-8,0.444,0.413,0.474
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,-6,0.043,0.031,0.056
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,-6,0.01,0.004,0.017
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,-6,0.24,0.214,0.266
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,-6,0.258,0.23,0.28502499999999986
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,-6,0.043,0.031,0.056
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,-6,0.01,0.004,0.017
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,-6,0.242,0.215,0.268
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,-6,0.258,0.232,0.285
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,-4,0.012,0.006,0.019
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,-4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,-4,0.08,0.063,0.098
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,-4,0.067,0.052,0.083
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,-4,0.012,0.006,0.019
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,-4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,-4,0.082,0.065,0.1
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,-4,0.067,0.052,0.083
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,-2,0.003,0.0,0.007
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,-2,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,-2,0.017,0.01,0.026
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,-2,0.016,0.009,0.024
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,-2,0.003,0.0,0.007
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,-2,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,-2,0.018,0.01,0.027
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,-2,0.017,0.009,0.026
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,0,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,0,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,0,0.002,0.0,0.005
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,0,0.003,0.0,0.007
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,0,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,0,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,0,0.002,0.0,0.005
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,0,0.004,0.001,0.008
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,2,0.001,0.0,0.003
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,2,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,2,0.001,0.0,0.003
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,2,0.001,0.0,0.003
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,2,0.001,0.0,0.003
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,2,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,2,0.001,0.0,0.003
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,2,0.001,0.0,0.003
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,4,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,6,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,6,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,6,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,6,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,6,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,6,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,6,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,6,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,8,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,8,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,8,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,8,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,8,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,8,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,8,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,8,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,bpsk,10,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,qpsk,10,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,16qam,10,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,frozen,32qam,10,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,bpsk,10,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,qpsk,10,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,16qam,10,0.0,0.0,0.0
101,tx_0_rx_6dB,0.0,6.0,recalibrated,32qam,10,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,-10,0.386,0.355,0.416
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,-10,0.172,0.147,0.198
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,-10,0.444,0.411975,0.475
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,-10,0.416,0.382,0.449
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,-10,0.381,0.350975,0.41
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,-10,0.166,0.139,0.193
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,-10,0.43,0.397,0.4610249999999999
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,-10,0.404,0.37,0.438
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,-8,0.175,0.152,0.199
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,-8,0.06,0.045,0.075
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,-8,0.46,0.43,0.491
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,-8,0.444,0.413,0.47402499999999986
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,-8,0.174,0.151,0.198
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,-8,0.059,0.043,0.075
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,-8,0.455,0.425,0.486
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,-8,0.434,0.402,0.4650249999999999
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,-6,0.051,0.038,0.064
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,-6,0.01,0.004,0.017
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,-6,0.258,0.231,0.285
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,-6,0.265,0.238,0.293
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,-6,0.049,0.036,0.062
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,-6,0.01,0.004,0.017
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,-6,0.257,0.23,0.284
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,-6,0.263,0.236,0.291
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,-4,0.009,0.004,0.015
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,-4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,-4,0.095,0.077,0.114
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,-4,0.074,0.058,0.09002499999999986
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,-4,0.009,0.004,0.015
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,-4,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,-4,0.091,0.073,0.11
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,-4,0.073,0.057,0.089
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,-2,0.004,0.001,0.008
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,-2,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,-2,0.019,0.011,0.028
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,-2,0.015,0.008,0.023
101,tx_0_rx_0dB,0.0,0.0,recalibrated,bpsk,-2,0.004,0.001,0.008
101,tx_0_rx_0dB,0.0,0.0,recalibrated,qpsk,-2,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,recalibrated,16qam,-2,0.019,0.011,0.028
101,tx_0_rx_0dB,0.0,0.0,recalibrated,32qam,-2,0.015,0.008,0.023
101,tx_0_rx_0dB,0.0,0.0,frozen,bpsk,0,0.001,0.0,0.003
101,tx_0_rx_0dB,0.0,0.0,frozen,qpsk,0,0.0,0.0,0.0
101,tx_0_rx_0dB,0.0,0.0,frozen,16qam,0,0.003,0.0,0.007
101,tx_0_rx_0dB,0.0,0.0,frozen,32qam,0,0.005,0.001,0.01
