seed,condition,tx_ibo_db,rx_backoff_db,mode,modulation,snr_db,delta_pd,delta_lo,delta_hi
303,rx_6dB,,6.0,frozen,16qam,8,0.0,0.0,0.0
303,rx_6dB,,6.0,frozen,32qam,8,0.001,0.0,0.003
303,rx_6dB,,6.0,recalibrated,bpsk,8,0.0,0.0,0.0
303,rx_6dB,,6.0,recalibrated,qpsk,8,0.0,0.0,0.0
303,rx_6dB,,6.0,recalibrated,16qam,8,0.0,0.0,0.0
303,rx_6dB,,6.0,recalibrated,32qam,8,0.001,0.0,0.003
303,rx_6dB,,6.0,frozen,bpsk,10,0.0,0.0,0.0
303,rx_6dB,,6.0,frozen,qpsk,10,0.0,0.0,0.0
303,rx_6dB,,6.0,frozen,16qam,10,0.0,0.0,0.0
303,rx_6dB,,6.0,frozen,32qam,10,0.0,0.0,0.0
303,rx_6dB,,6.0,recalibrated,bpsk,10,0.0,0.0,0.0
303,rx_6dB,,6.0,recalibrated,qpsk,10,0.0,0.0,0.0
303,rx_6dB,,6.0,recalibrated,16qam,10,0.0,0.0,0.0
303,rx_6dB,,6.0,recalibrated,32qam,10,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,bpsk,-10,0.349,0.318975,0.379
303,rx_0dB,,0.0,frozen,qpsk,-10,0.17,0.141,0.199
303,rx_0dB,,0.0,frozen,16qam,-10,0.446,0.414975,0.47902499999999987
303,rx_0dB,,0.0,frozen,32qam,-10,0.419,0.387,0.452
303,rx_0dB,,0.0,recalibrated,bpsk,-10,0.346,0.315975,0.376
303,rx_0dB,,0.0,recalibrated,qpsk,-10,0.169,0.14,0.198
303,rx_0dB,,0.0,recalibrated,16qam,-10,0.446,0.415,0.479
303,rx_0dB,,0.0,recalibrated,32qam,-10,0.418,0.386,0.45
303,rx_0dB,,0.0,frozen,bpsk,-8,0.154,0.132,0.177
303,rx_0dB,,0.0,frozen,qpsk,-8,0.061,0.046,0.077
303,rx_0dB,,0.0,frozen,16qam,-8,0.417,0.387,0.448
303,rx_0dB,,0.0,frozen,32qam,-8,0.442,0.411,0.474
303,rx_0dB,,0.0,recalibrated,bpsk,-8,0.149,0.127,0.171
303,rx_0dB,,0.0,recalibrated,qpsk,-8,0.059,0.044,0.075
303,rx_0dB,,0.0,recalibrated,16qam,-8,0.41,0.38,0.44
303,rx_0dB,,0.0,recalibrated,32qam,-8,0.437,0.406,0.468
303,rx_0dB,,0.0,frozen,bpsk,-6,0.025,0.016,0.036
303,rx_0dB,,0.0,frozen,qpsk,-6,0.009,0.004,0.015
303,rx_0dB,,0.0,frozen,16qam,-6,0.256,0.229,0.28402499999999986
303,rx_0dB,,0.0,frozen,32qam,-6,0.269,0.24,0.299
303,rx_0dB,,0.0,recalibrated,bpsk,-6,0.025,0.016,0.036
303,rx_0dB,,0.0,recalibrated,qpsk,-6,0.008,0.003,0.014
303,rx_0dB,,0.0,recalibrated,16qam,-6,0.251,0.224,0.278
303,rx_0dB,,0.0,recalibrated,32qam,-6,0.263,0.234,0.293
303,rx_0dB,,0.0,frozen,bpsk,-4,0.008,0.003,0.014
303,rx_0dB,,0.0,frozen,qpsk,-4,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,16qam,-4,0.081,0.064,0.097
303,rx_0dB,,0.0,frozen,32qam,-4,0.104,0.085,0.12302499999999986
303,rx_0dB,,0.0,recalibrated,bpsk,-4,0.008,0.003,0.014
303,rx_0dB,,0.0,recalibrated,qpsk,-4,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,16qam,-4,0.079,0.062,0.095
303,rx_0dB,,0.0,recalibrated,32qam,-4,0.1,0.081,0.119
303,rx_0dB,,0.0,frozen,bpsk,-2,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,qpsk,-2,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,16qam,-2,0.021,0.013,0.03
303,rx_0dB,,0.0,frozen,32qam,-2,0.022,0.014,0.032
303,rx_0dB,,0.0,recalibrated,bpsk,-2,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,qpsk,-2,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,16qam,-2,0.019,0.011,0.028
303,rx_0dB,,0.0,recalibrated,32qam,-2,0.021,0.013,0.031
303,rx_0dB,,0.0,frozen,bpsk,0,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,qpsk,0,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,16qam,0,0.003,0.0,0.007
303,rx_0dB,,0.0,frozen,32qam,0,0.001,0.0,0.003
303,rx_0dB,,0.0,recalibrated,bpsk,0,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,qpsk,0,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,16qam,0,0.003,0.0,0.007
303,rx_0dB,,0.0,recalibrated,32qam,0,0.001,0.0,0.003
303,rx_0dB,,0.0,frozen,bpsk,2,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,qpsk,2,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,16qam,2,0.001,0.0,0.003
303,rx_0dB,,0.0,frozen,32qam,2,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,bpsk,2,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,qpsk,2,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,16qam,2,0.001,0.0,0.003
303,rx_0dB,,0.0,recalibrated,32qam,2,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,bpsk,4,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,qpsk,4,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,16qam,4,0.001,0.0,0.003
303,rx_0dB,,0.0,frozen,32qam,4,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,bpsk,4,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,qpsk,4,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,16qam,4,0.001,0.0,0.003
303,rx_0dB,,0.0,recalibrated,32qam,4,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,bpsk,6,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,qpsk,6,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,16qam,6,0.001,0.0,0.003
303,rx_0dB,,0.0,frozen,32qam,6,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,bpsk,6,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,qpsk,6,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,16qam,6,0.001,0.0,0.003
303,rx_0dB,,0.0,recalibrated,32qam,6,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,bpsk,8,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,qpsk,8,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,16qam,8,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,32qam,8,0.001,0.0,0.003
303,rx_0dB,,0.0,recalibrated,bpsk,8,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,qpsk,8,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,16qam,8,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,32qam,8,0.001,0.0,0.003
303,rx_0dB,,0.0,frozen,bpsk,10,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,qpsk,10,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,16qam,10,0.0,0.0,0.0
303,rx_0dB,,0.0,frozen,32qam,10,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,bpsk,10,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,qpsk,10,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,16qam,10,0.0,0.0,0.0
303,rx_0dB,,0.0,recalibrated,32qam,10,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,-10,0.339,0.309,0.368
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,-10,0.167,0.139,0.195
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,-10,0.459,0.427,0.492
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,-10,0.433,0.399,0.466
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,-10,0.339,0.309,0.368
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,-10,0.165,0.137,0.193
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,-10,0.456,0.424,0.49
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,-10,0.425,0.392,0.457
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,-8,0.145,0.123,0.167
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,-8,0.05,0.037,0.064
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,-8,0.407,0.377,0.438
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,-8,0.418,0.386,0.45
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,-8,0.144,0.122,0.166
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,-8,0.05,0.037,0.064
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,-8,0.406,0.376,0.437
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,-8,0.416,0.384,0.448
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,-6,0.023,0.014,0.033
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,-6,0.008,0.003,0.014
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,-6,0.226,0.2,0.252
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,-6,0.247,0.218975,0.276
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,-6,0.023,0.014,0.033
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,-6,0.008,0.003,0.014
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,-6,0.222,0.196,0.248
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,-6,0.247,0.218975,0.276
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,-4,0.005,0.001,0.01
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,-4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,-4,0.068,0.053,0.083
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,-4,0.091,0.073,0.109
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,-4,0.005,0.001,0.01
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,-4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,-4,0.068,0.053,0.083
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,-4,0.091,0.073,0.109
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,-2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,-2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,-2,0.019,0.011,0.028
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,-2,0.015,0.008,0.023
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,-2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,-2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,-2,0.019,0.011,0.028
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,-2,0.015,0.008,0.023
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,0,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,0,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,0,0.002,0.0,0.005
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,0,0.001,0.0,0.003
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,0,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,0,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,0,0.002,0.0,0.005
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,0,0.001,0.0,0.003
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,2,0.001,0.0,0.003
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,2,0.001,0.0,0.003
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,2,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,4,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,6,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,6,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,6,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,6,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,6,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,6,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,6,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,6,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,8,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,8,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,8,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,8,0.001,0.0,0.003
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,8,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,8,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,8,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,8,0.001,0.0,0.003
303,tx_9_rx_12dB,9.0,12.0,frozen,bpsk,10,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,qpsk,10,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,16qam,10,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,frozen,32qam,10,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,bpsk,10,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,qpsk,10,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,16qam,10,0.0,0.0,0.0
303,tx_9_rx_12dB,9.0,12.0,recalibrated,32qam,10,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,-10,0.339,0.309,0.368
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,-10,0.161,0.133,0.188
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,-10,0.455,0.424,0.488
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,-10,0.435,0.401,0.468
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,-10,0.336,0.306,0.365
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,-10,0.159,0.132,0.187
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,-10,0.452,0.42,0.4850249999999999
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,-10,0.436,0.402,0.469
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,-8,0.146,0.124,0.168
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,-8,0.049,0.035,0.063
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,-8,0.403,0.372,0.4340249999999999
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,-8,0.422,0.391,0.454
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,-8,0.145,0.123,0.167
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,-8,0.047,0.034,0.061
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,-8,0.4,0.369,0.431
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,-8,0.422,0.391,0.454
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,-6,0.022,0.013,0.032
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,-6,0.007,0.002,0.013
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,-6,0.235,0.209,0.262
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,-6,0.243,0.214975,0.272
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,-6,0.022,0.013,0.032
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,-6,0.007,0.002,0.013
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,-6,0.23,0.204,0.256
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,-6,0.243,0.214975,0.272
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,-4,0.005,0.001,0.01
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,-4,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,-4,0.07,0.055,0.086
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,-4,0.085,0.06797500000000001,0.10202499999999985
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,-4,0.005,0.001,0.01
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,-4,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,-4,0.07,0.055,0.086
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,-4,0.083,0.066,0.1
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,-2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,-2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,-2,0.018,0.01,0.027
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,-2,0.015,0.008,0.023
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,-2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,-2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,-2,0.018,0.01,0.027
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,-2,0.015,0.008,0.023
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,0,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,0,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,0,0.002,0.0,0.005
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,0,0.001,0.0,0.003
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,0,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,0,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,0,0.002,0.0,0.005
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,0,0.001,0.0,0.003
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,2,0.001,0.0,0.003
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,2,0.001,0.0,0.003
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,2,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,4,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,4,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,4,0.001,0.0,0.003
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,4,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,4,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,4,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,4,0.001,0.0,0.003
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,4,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,6,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,6,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,6,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,6,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,6,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,6,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,6,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,6,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,8,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,8,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,8,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,8,0.001,0.0,0.003
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,8,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,8,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,8,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,8,0.001,0.0,0.003
303,tx_9_rx_6dB,9.0,6.0,frozen,bpsk,10,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,qpsk,10,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,16qam,10,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,frozen,32qam,10,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,bpsk,10,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,qpsk,10,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,16qam,10,0.0,0.0,0.0
303,tx_9_rx_6dB,9.0,6.0,recalibrated,32qam,10,0.0,0.0,0.0
303,tx_9_rx_0dB,9.0,0.0,frozen,bpsk,-10,0.348,0.317975,0.378
303,tx_9_rx_0dB,9.0,0.0,frozen,qpsk,-10,0.17,0.141,0.199
303,tx_9_rx_0dB,9.0,0.0,frozen,16qam,-10,0.446,0.414975,0.478
303,tx_9_rx_0dB,9.0,0.0,frozen,32qam,-10,0.419,0.387,0.452
303,tx_9_rx_0dB,9.0,0.0,recalibrated,bpsk,-10,0.345,0.315,0.3740249999999999
303,tx_9_rx_0dB,9.0,0.0,recalibrated,qpsk,-10,0.169,0.14,0.198
303,tx_9_rx_0dB,9.0,0.0,recalibrated,16qam,-10,0.446,0.414975,0.478
303,tx_9_rx_0dB,9.0,0.0,recalibrated,32qam,-10,0.418,0.386,0.45
303,tx_9_rx_0dB,9.0,0.0,frozen,bpsk,-8,0.155,0.133,0.178
303,tx_9_rx_0dB,9.0,0.0,frozen,qpsk,-8,0.06,0.045,0.075
303,tx_9_rx_0dB,9.0,0.0,frozen,16qam,-8,0.417,0.387,0.448
303,tx_9_rx_0dB,9.0,0.0,frozen,32qam,-8,0.443,0.412,0.475
303,tx_9_rx_0dB,9.0,0.0,recalibrated,bpsk,-8,0.151,0.129,0.173
303,tx_9_rx_0dB,9.0,0.0,recalibrated,qpsk,-8,0.06,0.045,0.076
303,tx_9_rx_0dB,9.0,0.0,recalibrated,16qam,-8,0.409,0.379,0.4390249999999999
303,tx_9_rx_0dB,9.0,0.0,recalibrated,32qam,-8,0.437,0.406,0.468
303,tx_9_rx_0dB,9.0,0.0,frozen,bpsk,-6,0.025,0.016,0.036
303,tx_9_rx_0dB,9.0,0.0,frozen,qpsk,-6,0.009,0.004,0.015
303,tx_9_rx_0dB,9.0,0.0,frozen,16qam,-6,0.259,0.232,0.287
303,tx_9_rx_0dB,9.0,0.0,frozen,32qam,-6,0.267,0.238,0.297
303,tx_9_rx_0dB,9.0,0.0,recalibrated,bpsk,-6,0.025,0.016,0.036
303,tx_9_rx_0dB,9.0,0.0,recalibrated,qpsk,-6,0.008,0.003,0.014
303,tx_9_rx_0dB,9.0,0.0,recalibrated,16qam,-6,0.252,0.225,0.28
303,tx_9_rx_0dB,9.0,0.0,recalibrated,32qam,-6,0.263,0.234,0.293
303,tx_9_rx_0dB,9.0,0.0,frozen,bpsk,-4,0.008,0.003,0.014
303,tx_9_rx_0dB,9.0,0.0,frozen,qpsk,-4,0.0,0.0,0.0
303,tx_9_rx_0dB,9.0,0.0,frozen,16qam,-4,0.081,0.064,0.097
303,tx_9_rx_0dB,9.0,0.0,frozen,32qam,-4,0.101,0.082,0.12
303,tx_9_rx_0dB,9.0,0.0,recalibrated,bpsk,-4,0.008,0.003,0.014
303,tx_9_rx_0dB,9.0,0.0,recalibrated,qpsk,-4,0.0,0.0,0.0
303,tx_9_rx_0dB,9.0,0.0,recalibrated,16qam,-4,0.078,0.062,0.094
303,tx_9_rx_0dB,9.0,0.0,recalibrated,32qam,-4,0.1,0.081,0.119
303,tx_9_rx_0dB,9.0,0.0,frozen,bpsk,-2,0.0,0.0,0.0
303,tx_9_rx_0dB,9.0,0.0,frozen,qpsk,-2,0.0,0.0,0.0
303,tx_9_rx_0dB,9.0,0.0,frozen,16qam,-2,0.02,0.012,0.029
303,tx_9_rx_0dB,9.0,0.0,frozen,32qam,-2,0.021,0.013,0.031
303,tx_9_rx_0dB,9.0,0.0,recalibrated,bpsk,-2,0.0,0.0,0.0
303,tx_9_rx_0dB,9.0,0.0,recalibrated,qpsk,-2,0.0,0.0,0.0
303,tx_9_rx_0dB,9.0,0.0,recalibrated,16qam,-2,0.019,0.011,0.028
303,tx_9_rx_0dB,9.0,0.0,recalibrated,32qam,-2,0.02,0.012,0.029
303,tx_9_rx_0dB,9.0,0.0,frozen,bpsk,0,0.0,0.0,0.0
